NO_RELATION	Intravenous administration of a single 50 - mg bolus of <e1> lidocaine </e1> in a 67 - year - old man resulted in profound <e2> depression </e2> of the activity of the sinoatrial and atrioventricular nodal pacemakers .
NO_RELATION	The patient had no apparent associated conditions which might have predisposed him to the development of <e2> bradyarrhythmias </e2> ; and , thus , this probably represented a true idiosyncrasy to <e1> lidocaine </e1> .
CID	<e1> Suxamethonium </e1> infusion rate and observed <e2> fasciculations </e2> .
NO_RELATION	The infusion was discontinued either when there was no muscular response to <e2> tetanic </e2> stimulation of the ulnar nerve or when <e1> Sch </e1> 120 mg was exceeded .
NO_RELATION	<e1> Galanthamine hydrobromide </e1> , an anticholinesterase drug capable of penetrating the blood - brain barrier , was used in a patient demonstrating central effects of scopolamine ( hyoscine ) <e2> overdosage </e2> .
CID	Galanthamine hydrobromide , an anticholinesterase drug capable of penetrating the blood - brain barrier , was used in a patient demonstrating central effects of <e1> scopolamine </e1> ( hyoscine ) <e2> overdosage </e2> .
CID	Galanthamine hydrobromide , an anticholinesterase drug capable of penetrating the blood - brain barrier , was used in a patient demonstrating central effects of scopolamine ( <e1> hyoscine </e1> ) <e2> overdosage </e2> .
CID	Effects of uninephrectomy and high protein feeding on <e1> lithium </e1> - induced <e2> chronic renal failure </e2> in rats .
NO_RELATION	Rats with <e1> lithium </e1> - induced <e2> nephropathy </e2> were subjected to high protein ( HP ) feeding , uninephrectomy ( NX ) or a combination of these , in an attempt to induce glomerular hyperfiltration and further progression of renal failure .
NO_RELATION	Rats with <e1> lithium </e1> - induced nephropathy were subjected to high protein ( HP ) feeding , uninephrectomy ( NX ) or a combination of these , in an attempt to induce glomerular hyperfiltration and further progression of <e2> renal failure </e2> .
CID	<e1> Lithium </e1> also caused <e2> proteinuria </e2> and systolic hypertension in absence of glomerulosclerosis .
CID	<e1> Lithium </e1> also caused proteinuria and systolic <e2> hypertension </e2> in absence of glomerulosclerosis .
NO_RELATION	<e1> Lithium </e1> also caused proteinuria and systolic hypertension in absence of <e2> glomerulosclerosis </e2> .
NO_RELATION	HP failed to accentuante progression of <e2> renal failure </e2> and in fact tended to increase GFR and decrease plasma <e1> creatinine </e1> levels in lithium pretreated rats .
NO_RELATION	HP failed to accentuante progression of <e2> renal failure </e2> and in fact tended to increase GFR and decrease plasma creatinine levels in <e1> lithium </e1> pretreated rats .
NO_RELATION	The results indicate that <e1> Li </e1> - induced <e2> nephropathy </e2> , even when the GFR is only modestly reduced , is associated with proteinuria and arterial systolic hypertension .
CID	The results indicate that <e1> Li </e1> - induced nephropathy , even when the GFR is only modestly reduced , is associated with <e2> proteinuria </e2> and arterial systolic hypertension .
CID	The results indicate that <e1> Li </e1> - induced nephropathy , even when the GFR is only modestly reduced , is associated with proteinuria and arterial systolic <e2> hypertension </e2> .
NO_RELATION	Treatment of <e2> Crohn ' s disease </e2> with <e1> fusidic acid </e1> : an antibiotic with immunosuppressive properties similar to cyclosporin .
NO_RELATION	Treatment of <e2> Crohn ' s disease </e2> with fusidic acid : an antibiotic with immunosuppressive properties similar to <e1> cyclosporin </e1> .
NO_RELATION	Because of the need for the development of new treatments for <e2> Crohn ' s disease </e2> , a pilot study was undertaken to estimate the pharmacodynamics and tolerability of <e1> fusidic acid </e1> treatment in chronic active , therapy - resistant patients .
NO_RELATION	The results of this pilot study suggest that <e1> fusidic acid </e1> may be of benefit in selected chronic active <e2> Crohn ' s disease </e2> patients in whom conventional treatment is ineffective .
NO_RELATION	Because there seems to exist a scientific rationale for the use of <e1> fusidic acid </e1> at the cytokine level in <e2> inflammatory bowel disease </e2> , we suggest that the role of this treatment should be further investigated .
NO_RELATION	Electrocardiographic evidence of <e2> myocardial injury </e2> in psychiatrically hospitalized <e1> cocaine </e1> abusers .
NO_RELATION	The electrocardiograms ( ECG ) of 99 <e1> cocaine </e1> - abusing patients were compared with the ECGs of 50 <e2> schizophrenic </e2> controls .
NO_RELATION	Eleven of the <e1> cocaine </e1> abusers and none of the controls had ECG evidence of significant <e2> myocardial injury </e2> defined as myocardial infarction , ischemia , and bundle branch block .
CID	Eleven of the <e1> cocaine </e1> abusers and none of the controls had ECG evidence of significant myocardial injury defined as <e2> myocardial infarction </e2> , ischemia , and bundle branch block .
NO_RELATION	Eleven of the <e1> cocaine </e1> abusers and none of the controls had ECG evidence of significant myocardial injury defined as myocardial infarction , <e2> ischemia </e2> , and bundle branch block .
CID	Eleven of the <e1> cocaine </e1> abusers and none of the controls had ECG evidence of significant myocardial injury defined as myocardial infarction , ischemia , and <e2> bundle branch block </e2> .
CID	<e1> Sulpiride </e1> - induced <e2> tardive dystonia </e2> .
NO_RELATION	Although initially thought to be free of extrapyramidal side effects , <e1> sulpiride </e1> - induced <e2> tardive dyskinesia </e2> and parkinsonism have been reported occasionally .
NO_RELATION	Although initially thought to be free of extrapyramidal side effects , <e1> sulpiride </e1> - induced tardive dyskinesia and <e2> parkinsonism </e2> have been reported occasionally .
CID	We studied a 37 - year - old man who developed persistent segmental <e2> dystonia </e2> within 2 months after starting <e1> sulpiride </e1> therapy .
CID	We could not find any previous reports of <e1> sulpiride </e1> - induced <e2> tardive dystonia </e2> .
NO_RELATION	<e2> Ocular and auditory toxicity </e2> in hemodialyzed patients receiving <e1> desferrioxamine </e1> .
NO_RELATION	During an 18 - month period of study 41 hemodialyzed patients receiving <e1> desferrioxamine </e1> ( 10 - 40 mg / kg BW / 3 times weekly ) for the first time were monitored for detection of <e2> audiovisual toxicity </e2> .
NO_RELATION	<e1> Desferrioxamine </e1> withdrawal resulted in a complete recovery of visual function in 1 patient and partial recovery in 3 , and a complete reversal of <e2> hearing loss </e2> in 3 patients and partial recovery in 3 .
NO_RELATION	This <e2> toxicity </e2> appeared in patients receiving the higher doses of <e1> desferrioxamine </e1> or coincided with the normalization of ferritin or aluminium serum levels .
NO_RELATION	This <e2> toxicity </e2> appeared in patients receiving the higher doses of desferrioxamine or coincided with the normalization of ferritin or <e1> aluminium </e1> serum levels .
NO_RELATION	The data indicate that <e2> audiovisual toxicity </e2> is not an infrequent complication in hemodialyzed patients receiving <e1> desferrioxamine </e1> .
CID	<e2> Myasthenia gravis </e2> presenting as weakness after <e1> magnesium </e1> administration .
NO_RELATION	We studied a patient with no prior history of <e2> neuromuscular disease </e2> who became virtually quadriplegic after parenteral <e1> magnesium </e1> administration for preeclampsia .
NO_RELATION	We studied a patient with no prior history of neuromuscular disease who became virtually <e2> quadriplegic </e2> after parenteral <e1> magnesium </e1> administration for preeclampsia .
NO_RELATION	We studied a patient with no prior history of neuromuscular disease who became virtually quadriplegic after parenteral <e1> magnesium </e1> administration for <e2> preeclampsia </e2> .
NO_RELATION	Although <e2> paralysis </e2> after <e1> magnesium </e1> administration has been described in patients with known myasthenia gravis , it has not previously been reported to be the initial or only manifestation of the disease .
CID	Although paralysis after <e1> magnesium </e1> administration has been described in patients with known <e2> myasthenia gravis </e2> , it has not previously been reported to be the initial or only manifestation of the disease .
NO_RELATION	Patients who are unusually sensitive to the neuromuscular effects of <e1> magnesium </e1> should be suspected of having an underlying <e2> disorder of neuromuscular transmission </e2> .
NO_RELATION	Based on clinical data , indicating that <e1> chloroacetaldehyde </e1> ( CAA ) is an important metabolite of oxazaphosphorine cytostatics , an experimental study was carried out in order to elucidate the role of CAA in the development of <e2> hemorrhagic cystitis </e2> .
NO_RELATION	Based on clinical data , indicating that chloroacetaldehyde ( <e1> CAA </e1> ) is an important metabolite of oxazaphosphorine cytostatics , an experimental study was carried out in order to elucidate the role of CAA in the development of <e2> hemorrhagic cystitis </e2> .
NO_RELATION	Based on clinical data , indicating that chloroacetaldehyde ( CAA ) is an important metabolite of oxazaphosphorine cytostatics , an experimental study was carried out in order to elucidate the role of <e1> CAA </e1> in the development of <e2> hemorrhagic cystitis </e2> .
CID	Twenty common <e2> migraine </e2> patients received a one sided frontotemporal application of <e1> nitroglycerin </e1> ( 10 patients ) or placebo ointment ( 10 patients ) in a double blind study .
CID	Early onset <e2> migraine </e2> attacks were induced by <e1> nitroglycerin </e1> in seven out of 10 patients versus no patient in the placebo group .
CID	Subsequently 20 <e2> migraine </e2> patients , who developed an early onset attack with frontotemporal <e1> nitroglycerin </e1> , received the drug in a second induction test at other body areas .
CID	Thus the <e2> migraine </e2> - inducing effect of <e1> nitroglycerin </e1> seems to depend on direct stimulation of the habitual site of pain , suggesting that the frontotemporal region is of crucial importance in the development of a migraine crisis .
NO_RELATION	Thus the migraine - inducing effect of <e1> nitroglycerin </e1> seems to depend on direct stimulation of the habitual site of <e2> pain </e2> , suggesting that the frontotemporal region is of crucial importance in the development of a migraine crisis .
CID	Thus the migraine - inducing effect of <e1> nitroglycerin </e1> seems to depend on direct stimulation of the habitual site of pain , suggesting that the frontotemporal region is of crucial importance in the development of a <e2> migraine </e2> crisis .
CID	<e1> Clotiazepam </e1> - induced acute <e2> hepatitis </e2> .
CID	We report the case of a patient who developed acute <e2> hepatitis </e2> with extensive hepatocellular necrosis , 7 months after the onset of administration of <e1> clotiazepam </e1> , a thienodiazepine derivative .
NO_RELATION	We report the case of a patient who developed acute hepatitis with <e2> extensive hepatocellular necrosis </e2> , 7 months after the onset of administration of <e1> clotiazepam </e1> , a thienodiazepine derivative .
NO_RELATION	We report the case of a patient who developed acute <e2> hepatitis </e2> with extensive hepatocellular necrosis , 7 months after the onset of administration of clotiazepam , a <e1> thienodiazepine </e1> derivative .
NO_RELATION	We report the case of a patient who developed acute hepatitis with <e2> extensive hepatocellular necrosis </e2> , 7 months after the onset of administration of clotiazepam , a <e1> thienodiazepine </e1> derivative .
NO_RELATION	The administration of several <e1> benzodiazepines </e1> , chemically related to clotiazepam , did not interfere with recovery and did not induce any relapse of <e2> hepatitis </e2> .
CID	The administration of several benzodiazepines , chemically related to <e1> clotiazepam </e1> , did not interfere with recovery and did not induce any relapse of <e2> hepatitis </e2> .
CID	This observation shows that <e1> clotiazepam </e1> can induce acute <e2> hepatitis </e2> and suggests that there is no cross hepatotoxicity between clotiazepam and several benzodiazepines .
CID	This observation shows that <e1> clotiazepam </e1> can induce acute hepatitis and suggests that there is no cross <e2> hepatotoxicity </e2> between clotiazepam and several benzodiazepines .
CID	This observation shows that clotiazepam can induce acute <e2> hepatitis </e2> and suggests that there is no cross hepatotoxicity between <e1> clotiazepam </e1> and several benzodiazepines .
CID	This observation shows that clotiazepam can induce acute hepatitis and suggests that there is no cross <e2> hepatotoxicity </e2> between <e1> clotiazepam </e1> and several benzodiazepines .
NO_RELATION	This observation shows that clotiazepam can induce acute <e2> hepatitis </e2> and suggests that there is no cross hepatotoxicity between clotiazepam and several <e1> benzodiazepines </e1> .
NO_RELATION	This observation shows that clotiazepam can induce acute hepatitis and suggests that there is no cross <e2> hepatotoxicity </e2> between clotiazepam and several <e1> benzodiazepines </e1> .
CID	Arterial <e2> hypertension </e2> as a complication of prolonged <e1> ketoconazole </e1> treatment .
NO_RELATION	Two of 14 patients with <e2> Cushing ' s syndrome </e2> treated on a long - term basis with <e1> ketoconazole </e1> developed sustained hypertension .
CID	Two of 14 patients with Cushing ' s syndrome treated on a long - term basis with <e1> ketoconazole </e1> developed sustained <e2> hypertension </e2> .
NO_RELATION	In both cases normal plasma and urinary free <e1> cortisol </e1> levels had been achieved following ketoconazole therapy , yet continuous blood pressure monitoring demonstrated <e2> hypertension </e2> 31 ( patient 1 ) and 52 weeks ( patient 2 ) after treatment .
CID	In both cases normal plasma and urinary free cortisol levels had been achieved following <e1> ketoconazole </e1> therapy , yet continuous blood pressure monitoring demonstrated <e2> hypertension </e2> 31 ( patient 1 ) and 52 weeks ( patient 2 ) after treatment .
CID	Our findings show that long - term treatment with high doses of <e1> ketoconazole </e1> may induce enzyme blockade leading to mineralocorticoid - related <e2> hypertension </e2> .
NO_RELATION	Effects of an inhibitor of <e1> angiotensin </e1> converting enzyme ( Captopril ) on <e2> pulmonary and renal insufficiency </e2> due to intravascular coagulation in the rat .
NO_RELATION	Effects of an inhibitor of <e1> angiotensin </e1> converting enzyme ( Captopril ) on pulmonary and renal insufficiency due to <e2> intravascular coagulation </e2> in the rat .
NO_RELATION	Effects of an inhibitor of angiotensin converting enzyme ( <e1> Captopril </e1> ) on <e2> pulmonary and renal insufficiency </e2> due to intravascular coagulation in the rat .
NO_RELATION	Effects of an inhibitor of angiotensin converting enzyme ( <e1> Captopril </e1> ) on pulmonary and renal insufficiency due to <e2> intravascular coagulation </e2> in the rat .
CID	Induction of <e2> intravascular coagulation </e2> and inhibition of fibrinolysis by injection of thrombin and <e1> tranexamic acid </e1> ( AMCA ) in the rat gives rise to pulmonary and renal insufficiency resembling that occurring after trauma or sepsis in man .
NO_RELATION	Induction of intravascular coagulation and inhibition of fibrinolysis by injection of thrombin and <e1> tranexamic acid </e1> ( AMCA ) in the rat gives rise to <e2> pulmonary and renal insufficiency </e2> resembling that occurring after trauma or sepsis in man .
NO_RELATION	Induction of intravascular coagulation and inhibition of fibrinolysis by injection of thrombin and <e1> tranexamic acid </e1> ( AMCA ) in the rat gives rise to pulmonary and renal insufficiency resembling that occurring after <e2> trauma </e2> or sepsis in man .
NO_RELATION	Induction of intravascular coagulation and inhibition of fibrinolysis by injection of thrombin and <e1> tranexamic acid </e1> ( AMCA ) in the rat gives rise to pulmonary and renal insufficiency resembling that occurring after trauma or <e2> sepsis </e2> in man .
CID	Induction of <e2> intravascular coagulation </e2> and inhibition of fibrinolysis by injection of thrombin and tranexamic acid ( <e1> AMCA </e1> ) in the rat gives rise to pulmonary and renal insufficiency resembling that occurring after trauma or sepsis in man .
NO_RELATION	Induction of intravascular coagulation and inhibition of fibrinolysis by injection of thrombin and tranexamic acid ( <e1> AMCA </e1> ) in the rat gives rise to <e2> pulmonary and renal insufficiency </e2> resembling that occurring after trauma or sepsis in man .
NO_RELATION	Induction of intravascular coagulation and inhibition of fibrinolysis by injection of thrombin and tranexamic acid ( <e1> AMCA </e1> ) in the rat gives rise to pulmonary and renal insufficiency resembling that occurring after <e2> trauma </e2> or sepsis in man .
NO_RELATION	Induction of intravascular coagulation and inhibition of fibrinolysis by injection of thrombin and tranexamic acid ( <e1> AMCA </e1> ) in the rat gives rise to pulmonary and renal insufficiency resembling that occurring after trauma or <e2> sepsis </e2> in man .
NO_RELATION	Injection of <e1> Captopril </e1> ( 1 mg / kg ) , an inhibitor of angiotensin converting enzyme ( ACE ) , reduced both <e2> pulmonary and renal insufficiency </e2> in this rat model .
NO_RELATION	Injection of Captopril ( 1 mg / kg ) , an inhibitor of <e1> angiotensin </e1> converting enzyme ( ACE ) , reduced both <e2> pulmonary and renal insufficiency </e2> in this rat model .
NO_RELATION	<e2> Renal damage </e2> as reflected by an increase in serum <e1> urea </e1> and in kidney weight was prevented by Captopril .
NO_RELATION	<e2> Renal damage </e2> as reflected by an increase in serum urea and in kidney weight was prevented by <e1> Captopril </e1> .
NO_RELATION	<e1> Captopril </e1> may , by the same mechanism , reduce the increase in glomerular filtration that is known to occur after an injection of thrombin , thereby diminishing the aggregation of fibrin monomers in the glomeruli , with the result that less fibrin will be deposited and thus less <e2> kidney damage </e2> will be produced .
CID	A randomized comparison of <e1> labetalol </e1> and nitroprusside for induced <e2> hypotension </e2> .
CID	A randomized comparison of labetalol and <e1> nitroprusside </e1> for induced <e2> hypotension </e2> .
CID	In a randomized study , <e1> labetalol </e1> - induced <e2> hypotension </e2> and nitroprusside - induced hypotension were compared in 20 patients ( 10 in each group ) scheduled for major orthopedic procedures .
CID	In a randomized study , <e1> labetalol </e1> - induced hypotension and nitroprusside - induced <e2> hypotension </e2> were compared in 20 patients ( 10 in each group ) scheduled for major orthopedic procedures .
CID	In a randomized study , labetalol - induced <e2> hypotension </e2> and <e1> nitroprusside </e1> - induced hypotension were compared in 20 patients ( 10 in each group ) scheduled for major orthopedic procedures .
CID	In a randomized study , labetalol - induced hypotension and <e1> nitroprusside </e1> - induced <e2> hypotension </e2> were compared in 20 patients ( 10 in each group ) scheduled for major orthopedic procedures .
CID	Nitroprusside infusion was associated with a significant ( p less than 0 . 05 ) <e2> increase in heart rate and cardiac output </e2> ; rebound hypertension was observed in three patients after discontinuation of <e1> nitroprusside </e1> .
NO_RELATION	Nitroprusside infusion was associated with a significant ( p less than 0 . 05 ) increase in heart rate and cardiac output ; rebound <e2> hypertension </e2> was observed in three patients after discontinuation of <e1> nitroprusside </e1> .
NO_RELATION	Chronic <e1> carbamazepine </e1> treatment in the rat : efficacy , <e2> toxicity </e2> , and effect on plasma and tissue folate concentrations .
NO_RELATION	Chronic carbamazepine treatment in the rat : efficacy , <e2> toxicity </e2> , and effect on plasma and tissue <e1> folate </e1> concentrations .
NO_RELATION	In the course of developing this model , a common vehicle , <e1> propylene glycol </e1> , by itself in high doses , was found to exhibit protective properties against induced <e2> seizures </e2> and inhibited weight gain .
NO_RELATION	In the course of developing this model , a common vehicle , <e1> propylene glycol </e1> , by itself in high doses , was found to exhibit protective properties against induced seizures and inhibited <e2> weight gain </e2> .
CID	<e2> Seizures </e2> induced by <e1> hexafluorodiethyl ether </e1> ( HFDE ) were also found to be a more sensitive measure of protection by CBZ than seizures induced by maximal electroshock ( MES ) .
CID	Seizures induced by <e1> hexafluorodiethyl ether </e1> ( HFDE ) were also found to be a more sensitive measure of protection by CBZ than <e2> seizures </e2> induced by maximal electroshock ( MES ) .
CID	<e2> Seizures </e2> induced by hexafluorodiethyl ether ( <e1> HFDE </e1> ) were also found to be a more sensitive measure of protection by CBZ than seizures induced by maximal electroshock ( MES ) .
CID	Seizures induced by hexafluorodiethyl ether ( <e1> HFDE </e1> ) were also found to be a more sensitive measure of protection by CBZ than <e2> seizures </e2> induced by maximal electroshock ( MES ) .
NO_RELATION	<e2> Seizures </e2> induced by hexafluorodiethyl ether ( HFDE ) were also found to be a more sensitive measure of protection by <e1> CBZ </e1> than seizures induced by maximal electroshock ( MES ) .
NO_RELATION	Seizures induced by hexafluorodiethyl ether ( HFDE ) were also found to be a more sensitive measure of protection by <e1> CBZ </e1> than <e2> seizures </e2> induced by maximal electroshock ( MES ) .
NO_RELATION	Oral administration of <e1> CBZ </e1> as an aqueous suspension every 8 h at a dose of 250 mg / kg was continuously protective against HFDE - induced <e2> seizures </e2> and was minimally toxic as measured by weight gain over 8 weeks of treatment .
NO_RELATION	Oral administration of <e1> CBZ </e1> as an aqueous suspension every 8 h at a dose of 250 mg / kg was continuously protective against HFDE - induced seizures and was minimally toxic as measured by <e2> weight gain </e2> over 8 weeks of treatment .
CID	Oral administration of CBZ as an aqueous suspension every 8 h at a dose of 250 mg / kg was continuously protective against <e1> HFDE </e1> - induced <e2> seizures </e2> and was minimally toxic as measured by weight gain over 8 weeks of treatment .
NO_RELATION	Oral administration of CBZ as an aqueous suspension every 8 h at a dose of 250 mg / kg was continuously protective against <e1> HFDE </e1> - induced seizures and was minimally toxic as measured by <e2> weight gain </e2> over 8 weeks of treatment .
NO_RELATION	Mean arterial pressure ( as a percentage of control + / - SEM ) during randomized infusions of 0 . 03 , 0 . 1 , 0 . 3 , or 1 . 0 microgram / kg / min was 99 + / - 1 , 95 + / - 1 ( p less than 0 . 05 ) , 93 + / - 1 ( p less than 0 . 01 ) , or 79 + / - 6 % ( p less than 0 . 001 ) , respectively , but no <e2> tachycardia </e2> and no augmentation of the <e1> norepinephrine </e1> release rate ( up to 0 . 3 microgram / kg / min ) were observed , which is in contrast to comparable hypotension induced by hydralazine or nitroglycerin .
NO_RELATION	Mean arterial pressure ( as a percentage of control + / - SEM ) during randomized infusions of 0 . 03 , 0 . 1 , 0 . 3 , or 1 . 0 microgram / kg / min was 99 + / - 1 , 95 + / - 1 ( p less than 0 . 05 ) , 93 + / - 1 ( p less than 0 . 01 ) , or 79 + / - 6 % ( p less than 0 . 001 ) , respectively , but no tachycardia and no augmentation of the <e1> norepinephrine </e1> release rate ( up to 0 . 3 microgram / kg / min ) were observed , which is in contrast to comparable <e2> hypotension </e2> induced by hydralazine or nitroglycerin .
NO_RELATION	Mean arterial pressure ( as a percentage of control + / - SEM ) during randomized infusions of 0 . 03 , 0 . 1 , 0 . 3 , or 1 . 0 microgram / kg / min was 99 + / - 1 , 95 + / - 1 ( p less than 0 . 05 ) , 93 + / - 1 ( p less than 0 . 01 ) , or 79 + / - 6 % ( p less than 0 . 001 ) , respectively , but no <e2> tachycardia </e2> and no augmentation of the norepinephrine release rate ( up to 0 . 3 microgram / kg / min ) were observed , which is in contrast to comparable hypotension induced by <e1> hydralazine </e1> or nitroglycerin .
CID	Mean arterial pressure ( as a percentage of control + / - SEM ) during randomized infusions of 0 . 03 , 0 . 1 , 0 . 3 , or 1 . 0 microgram / kg / min was 99 + / - 1 , 95 + / - 1 ( p less than 0 . 05 ) , 93 + / - 1 ( p less than 0 . 01 ) , or 79 + / - 6 % ( p less than 0 . 001 ) , respectively , but no tachycardia and no augmentation of the norepinephrine release rate ( up to 0 . 3 microgram / kg / min ) were observed , which is in contrast to comparable <e2> hypotension </e2> induced by <e1> hydralazine </e1> or nitroglycerin .
NO_RELATION	Mean arterial pressure ( as a percentage of control + / - SEM ) during randomized infusions of 0 . 03 , 0 . 1 , 0 . 3 , or 1 . 0 microgram / kg / min was 99 + / - 1 , 95 + / - 1 ( p less than 0 . 05 ) , 93 + / - 1 ( p less than 0 . 01 ) , or 79 + / - 6 % ( p less than 0 . 001 ) , respectively , but no <e2> tachycardia </e2> and no augmentation of the norepinephrine release rate ( up to 0 . 3 microgram / kg / min ) were observed , which is in contrast to comparable hypotension induced by hydralazine or <e1> nitroglycerin </e1> .
CID	Mean arterial pressure ( as a percentage of control + / - SEM ) during randomized infusions of 0 . 03 , 0 . 1 , 0 . 3 , or 1 . 0 microgram / kg / min was 99 + / - 1 , 95 + / - 1 ( p less than 0 . 05 ) , 93 + / - 1 ( p less than 0 . 01 ) , or 79 + / - 6 % ( p less than 0 . 001 ) , respectively , but no tachycardia and no augmentation of the norepinephrine release rate ( up to 0 . 3 microgram / kg / min ) were observed , which is in contrast to comparable <e2> hypotension </e2> induced by hydralazine or <e1> nitroglycerin </e1> .
CID	<e2> Impotence </e2> was more common among male patients than controls and was found to be associated with co - morbidity and the taking of <e1> methotrexate </e1> .
NO_RELATION	Does <e1> paracetamol </e1> cause <e2> urothelial cancer </e2> or renal papillary necrosis ?
NO_RELATION	Does <e1> paracetamol </e1> cause urothelial cancer or <e2> renal papillary necrosis </e2> ?
CID	The risk of developing <e2> renal papillary necrosis </e2> or cancer of the renal pelvis , ureter or bladder associated with consumption of either <e1> phenacetin </e1> or paracetamol was calculated from data acquired by questionnaire from 381 cases and 808 controls .
NO_RELATION	The risk of developing renal papillary necrosis or <e2> cancer of the renal pelvis , ureter or bladder </e2> associated with consumption of either <e1> phenacetin </e1> or paracetamol was calculated from data acquired by questionnaire from 381 cases and 808 controls .
NO_RELATION	The risk of developing <e2> renal papillary necrosis </e2> or cancer of the renal pelvis , ureter or bladder associated with consumption of either phenacetin or <e1> paracetamol </e1> was calculated from data acquired by questionnaire from 381 cases and 808 controls .
NO_RELATION	The risk of developing renal papillary necrosis or <e2> cancer of the renal pelvis , ureter or bladder </e2> associated with consumption of either phenacetin or <e1> paracetamol </e1> was calculated from data acquired by questionnaire from 381 cases and 808 controls .
CID	The risk of <e2> renal papillary necrosis </e2> was increased nearly 20 - fold by consumption of <e1> phenacetin </e1> , which also increased the risk for cancer of the renal pelvis and bladder but not for ureteric cancer .
NO_RELATION	The risk of renal papillary necrosis was increased nearly 20 - fold by consumption of <e1> phenacetin </e1> , which also increased the risk for <e2> cancer of the renal pelvis and bladder </e2> but not for ureteric cancer .
NO_RELATION	The risk of renal papillary necrosis was increased nearly 20 - fold by consumption of <e1> phenacetin </e1> , which also increased the risk for cancer of the renal pelvis and bladder but not for <e2> ureteric cancer </e2> .
NO_RELATION	By contrast , we were unable to substantiate an increased risk from <e1> paracetamol </e1> consumption for <e2> renal papillary necrosis </e2> or any of these cancers although there was a suggestion of an association with cancer of the ureter .
NO_RELATION	By contrast , we were unable to substantiate an increased risk from <e1> paracetamol </e1> consumption for renal papillary necrosis or any of these <e2> cancers </e2> although there was a suggestion of an association with cancer of the ureter .
NO_RELATION	By contrast , we were unable to substantiate an increased risk from <e1> paracetamol </e1> consumption for renal papillary necrosis or any of these cancers although there was a suggestion of an association with <e2> cancer of the ureter </e2> .
CID	<e1> Dapsone </e1> - associated Heinz body <e2> hemolytic anemia </e2> in a Cambodian woman with hemoglobin E trait .
NO_RELATION	A Cambodian woman with hemoglobin E trait ( AE ) and <e2> leprosy </e2> developed a Heinz body hemolytic anemia while taking a dose of <e1> dapsone </e1> ( 50 mg / day ) not usually associated with clinical hemolysis .
CID	A Cambodian woman with hemoglobin E trait ( AE ) and leprosy developed a Heinz body <e2> hemolytic anemia </e2> while taking a dose of <e1> dapsone </e1> ( 50 mg / day ) not usually associated with clinical hemolysis .
NO_RELATION	A Cambodian woman with hemoglobin E trait ( AE ) and leprosy developed a Heinz body hemolytic anemia while taking a dose of <e1> dapsone </e1> ( 50 mg / day ) not usually associated with clinical <e2> hemolysis </e2> .
